tweet_id, tweet_time, tweet_author, tweet_author_id, tweet_language, tweet_lon, tweet_lat, tweet_text, tweet_url,label
'503895929632464897',Mon Aug 25 13:25:26 +0000 2014,GiantsAllNews,2242754965,en,NA,NA,3 people critically injured after 6.0-magnitude California quake http://t.co/KjbuVkWlij,https://twitter.com/GiantsAllNews/status/503895929632464897,Injured or dead people
'503897083418771456',Mon Aug 25 13:30:01 +0000 2014,depricenigent,460005779,en,NA,NA,California quake damages historic buildings http://t.co/AlxYbwDgxq,https://twitter.com/depricenigent/status/503897083418771456,Infrastructure and utilities
'503898115389550593',Mon Aug 25 13:34:07 +0000 2014,CNN,759251,en,NA,NA,RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,https://twitter.com/CNN/status/503898115389550593,Infrastructure and utilities
'503898739715895296',Mon Aug 25 13:36:36 +0000 2014,CryptoLoren,354515115,en,NA,NA,#Napa quake/Enki King's Poseidon Vineyard discovery/what I found 8 m away. http://t.co/lduZYVP5bG http://t.co/hNIglm2LSz,https://twitter.com/CryptoLoren/status/503898739715895296,Other relevant information
'503898935858315264',Mon Aug 25 13:37:22 +0000 2014,allaboutnapa,210152074,en,NA,NA,VIDEO: Crews Find Fixing #NapaQuake Water Mains a Complicated Process: http://t.co/zncBX4fwYj http://t.co/spvlfxnubx via @kron4news,https://twitter.com/allaboutnapa/status/503898935858315264,Infrastructure and utilities
'503899041172684800',Mon Aug 25 13:37:48 +0000 2014,xo_Shiho_ox,160876099,en,NA,NA,RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,https://twitter.com/xo_Shiho_ox/status/503899041172684800,Infrastructure and utilities
'503899385001177088',Mon Aug 25 13:39:10 +0000 2014,tonylongo,16491040,en,NA,NA,Skaters making the best of the #Napa #earthquake - http://t.co/voOqdkil2C #skateboarding,https://twitter.com/tonylongo/status/503899385001177088,Personal updates
'503899476344320000',Mon Aug 25 13:39:31 +0000 2014,JayceBaron,35847124,en,NA,NA,"Grandma in Brazil hears there's an earthquake ""somewhere"" in CA &amp; goes on a Portuguese FB rampage asking if I'm dead.   Nope, still pumpin á_„B",https://twitter.com/JayceBaron/status/503899476344320000,Not related or irrelevant
'503899600080474113',Mon Aug 25 13:40:01 +0000 2014,droolindog,14328877,en,NA,NA,WOOF! California Quake Means Big Damage For Napa Valley Wineries http://t.co/sU1wnwutOf  http://t.co/603yZeMsvL #DroolNews #News,https://twitter.com/droolindog/status/503899600080474113,Infrastructure and utilities
'503899964087742464',Mon Aug 25 13:41:28 +0000 2014,helmsinki,1375670666,en,NA,NA,RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,https://twitter.com/helmsinki/status/503899964087742464,Infrastructure and utilities
'503900094295330816',Mon Aug 25 13:41:59 +0000 2014,MarkNietoKGO810,339086271,en,NA,NA,"#napaquake Hwy 121 is open at Cuttings Wharf. Damage was done from the quake, but it has been temporarily repaired. Caltrans is monitoring.",https://twitter.com/MarkNietoKGO810/status/503900094295330816,Infrastructure and utilities
'503900431836536832',Mon Aug 25 13:43:19 +0000 2014,PolliMartins,48847672,en,NA,NA,RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,https://twitter.com/PolliMartins/status/503900431836536832,Infrastructure and utilities
'503900618218831872',Mon Aug 25 13:44:04 +0000 2014,ginalimp,2285385102,en,NA,NA,"USA Â» NEWS Â» http://t.co/3Gr1ZmVSNp HOT NEWS 791 earthquake Three Critically Injured, Almost 90 Treated At Napa Hospital Following 6.0 ... â€_",https://twitter.com/ginalimp/status/503900618218831872,Injured or dead people
'503900887946113024',Mon Aug 25 13:45:08 +0000 2014,Earl432,268456509,en,NA,NA,RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,https://twitter.com/Earl432/status/503900887946113024,Infrastructure and utilities
'503901263587577857',Mon Aug 25 13:46:37 +0000 2014,LauraGarciaCann,107409628,en,NA,NA,33 businesses condemned in #Napa this morning after Sunday's 6.0 #earthquake,https://twitter.com/LauraGarciaCann/status/503901263587577857,Infrastructure and utilities
'503901534158348288',Mon Aug 25 13:47:42 +0000 2014,CollectedN,1228840274,en,NA,NA,Strong 6.0-magnitude quake hits northern California http://t.co/WZb9zdsDaE [Sale http://t.co/pdFAPT9xa6 ] #video,https://twitter.com/CollectedN/status/503901534158348288,Other relevant information
'503902243633233920',Mon Aug 25 13:50:31 +0000 2014,WineGirlBlog,1081380397,en,NA,NA,"so between the #earthquake in #Napa and the freeze in the #FLX, #wine will be $$$ next year?",https://twitter.com/WineGirlBlog/status/503902243633233920,Not related or irrelevant
'503902370384715776',Mon Aug 25 13:51:01 +0000 2014,ChicagoNewsHeds,61336057,en,NA,NA,"Chicago (IL) Tribune - Local: State of emergency after 6.0-magnitude quake strikes near Napa, California",https://twitter.com/ChicagoNewsHeds/status/503902370384715776,Caution and advice
'503903062541352961',Mon Aug 25 13:53:46 +0000 2014,ReportSix,2589674545,en,NA,NA,Jawbone Looks At UP Data To See How Many Were Woken Up By The NapaÂ Earthquake http://t.co/fS5uMfQdXv,https://twitter.com/ReportSix/status/503903062541352961,Other relevant information
'503903654731341824',Mon Aug 25 13:56:08 +0000 2014,News24lHOT,2291824746,en,NA,NA,USA Â» NEWS Â» http://t.co/LWfI9DFMkj HOT NEWS 550 earthquake Northern California rattled by magnitude-6.0 earthquake. Dozens injured. #earthâ€_,https://twitter.com/News24lHOT/status/503903654731341824,Injured or dead people
'503903685672722432',Mon Aug 25 13:56:15 +0000 2014,lmm33,43395327,en,NA,NA,RT @CNNVideo: A strong #earthquake rattled #California's wine country and damaged historic buildings: http://t.co/dyefdNAFZZ http://t.co/yBâ€_,https://twitter.com/lmm33/status/503903685672722432,Infrastructure and utilities
'503903766920183808',Mon Aug 25 13:56:34 +0000 2014,_Wuasenx3,1881000860,en,NA,NA,California hit with worst quake in 25 years: New images emerge of widespread damage in California. More than 200 people were injured ...,https://twitter.com/_Wuasenx3/status/503903766920183808,Injured or dead people
'503904032788721664',Mon Aug 25 13:57:38 +0000 2014,thesultrychef,199595537,en,NA,NA,shared a link http://t.co/7riFBT4LSh,https://twitter.com/thesultrychef/status/503904032788721664,Not related or irrelevant
'503904114418253824',Mon Aug 25 13:57:57 +0000 2014,kennetheyoung,20458023,en,0,0,How to make the most fun out of a CA earthquake! http://t.co/PSmFs2pSDL,https://twitter.com/kennetheyoung/status/503904114418253824,Other relevant information
'503904423866019840',Mon Aug 25 13:59:11 +0000 2014,davidjones720,626503046,en,NA,NA,Over 120 Injured in Napa Quake http://t.co/KshQGbBvot,https://twitter.com/davidjones720/status/503904423866019840,Injured or dead people
'503904427204702208',Mon Aug 25 13:59:12 +0000 2014,iamjohnnyhooker,1613516587,en,NA,NA,"RT @tim: The Napa earthquake woke up 93% of locals and more than half of San Francisco, according to data from Jawbone  https://t.co/hxgksoâ€_",https://twitter.com/iamjohnnyhooker/status/503904427204702208,Other relevant information
'503904634873065472',Mon Aug 25 14:00:01 +0000 2014,nbr1trvler,76678592,en,NA,NA,"After Chile, San Francisco, now Peru struck by 6.9 earthquake on Sunday  After Chile, San Francisco, now it hit... http://t.co/J8J9K56Acn",https://twitter.com/nbr1trvler/status/503904634873065472,Other relevant information
'503904704649117696',Mon Aug 25 14:00:18 +0000 2014,ABCWorldNews,86141342,en,NA,NA,Seismologists warn that Northern California's biggest earthquake in 25 years may mean a bigger one will hit soon: http://t.co/HmmbIZ1kWZ,https://twitter.com/ABCWorldNews/status/503904704649117696,Other relevant information
'503904714254462977',Mon Aug 25 14:00:20 +0000 2014,WarrenForensics,1003137224,en,NA,NA,RT @cnnvideo: A strong #earthquake rattled #California's wine country and caused a state of emergency: http://t.co/62UeM51OLm,https://twitter.com/WarrenForensics/status/503904714254462977,Other relevant information
'503904931695185920',Mon Aug 25 14:01:12 +0000 2014,Dm83stag,292373578,en,NA,NA,"Napa, California earthquake photo gallery http://t.co/orwiJinbEP",https://twitter.com/Dm83stag/status/503904931695185920,Other relevant information
'503904994840817664',Mon Aug 25 14:01:27 +0000 2014,YourMainBoss,2350063220,en,NA,NA,RT @SkepticalCelt: Making the best of it #pushlife #skate #NAPA #quake #skateboarding via @nbcbayarea Photo by Jeremy Carroll. http://t.co/â€_,https://twitter.com/YourMainBoss/status/503904994840817664,Other relevant information
'503905177754021889',Mon Aug 25 14:02:11 +0000 2014,DJSKYFALL69,1511648245,en,NA,NA,RT @ABCWorldNews: Seismologists warn that Northern California's biggest earthquake in 25 years may mean a bigger one will hit soon: http://â€_,https://twitter.com/DJSKYFALL69/status/503905177754021889,Caution and advice
'503905239087726592',Mon Aug 25 14:02:25 +0000 2014,JackAndCharly,1969588398,en,NA,NA,#earthquake clean-up. Here's one #Napa home's kitchen mess. #KOIT pics: http://t.co/1VBB8XAHPU,https://twitter.com/JackAndCharly/status/503905239087726592,Infrastructure and utilities
'503905342229467136',Mon Aug 25 14:02:50 +0000 2014,grandmalynn1234,323126787,en,NA,NA,RT @nycjim: 6.0 earthquake jolts Northern California. Some power outages reported. Centered near Napa. http://t.co/4KdjK8EplL,https://twitter.com/grandmalynn1234/status/503905342229467136,Infrastructure and utilities
'503905394599944192',Mon Aug 25 14:03:02 +0000 2014,MummyPages,62768609,en,NA,NA,Child critical after being crushed by fireplace in California earthquake http://t.co/7E0oSj5hkA,https://twitter.com/MummyPages/status/503905394599944192,Injured or dead people
'504261714947604480',Tue Aug 26 13:38:56 +0000 2014,calumismybitch_,320949242,en,NA,NA,RT @EdSheeranTNews: Billions of dollars of wine rocked in California quake http://t.co/LKh61CuOLk,https://twitter.com/calumismybitch_/status/504261714947604480,Other relevant information
'504262232251695104',Tue Aug 26 13:40:59 +0000 2014,zengowebservice,272063308,en,NA,NA,Digital Marketing Consultant 'Lucky' As #Napa Quake Rocks Home http://t.co/ul3QvNYV57 #customerexperience,https://twitter.com/zengowebservice/status/504262232251695104,Not related or irrelevant
'504262286081802240',Tue Aug 26 13:41:12 +0000 2014,Forum_JDD,2574036092,en,NA,NA,"Napa Earthquake Renews Calls For Early Warning System To Minimize Future Damage, Injury http://t.co/POPultx1pv #jddci #civ2010 #gouvci",https://twitter.com/Forum_JDD/status/504262286081802240,Other relevant information
'504262622447796225',Tue Aug 26 13:42:32 +0000 2014,TheSamiMamou,35998963,en,NA,NA,"Barry Martin, the #Napa PIO, is about to speak with Mark and Darya on @kron4news. #NapaQuake #Aftershock #Earthquake",https://twitter.com/TheSamiMamou/status/504262622447796225,Other relevant information
'504263521849606144',Tue Aug 26 13:46:07 +0000 2014,ginalimp,2285385102,en,NA,NA,"California USA Daly City Â» http://t.co/vaeRWthRC4  #earthquake 246 Scores of aftershocks from Napa earthquake felt, more on the way earthquâ€_",https://twitter.com/ginalimp/status/504263521849606144,Other relevant information
'504264948491776000',Tue Aug 26 13:51:47 +0000 2014,emergencyglobal,2466009575,en,NA,NA,"Minor mag. 3.2 earthquake  - 8km SW of Napa, California on Tuesday, 26 August 2014  http://t.co/XHdpSF8inn",https://twitter.com/emergencyglobal/status/504264948491776000,Other relevant information
'504266643774922754',Tue Aug 26 13:58:31 +0000 2014,HarvardEPREP,2237776940,en,NA,NA,aftershocks continue after #napa earthquake; residents urged to stay away from damaged buildings due to debris: http://t.co/3sv6P7GhdV,https://twitter.com/HarvardEPREP/status/504266643774922754,Infrastructure and utilities
'504266724703608833',Tue Aug 26 13:58:50 +0000 2014,SFnewsnow,79129156,en,NA,NA,"Napa Earthquake Renews Calls For Early Warning System To Minimize Future Damage, Injury http://t.co/hyGd6b3XZE #sanfrancisco",https://twitter.com/SFnewsnow/status/504266724703608833,Other relevant information
'504267062076637187',Tue Aug 26 14:00:11 +0000 2014,Robert_Gresko,25988969,en,NA,NA,"RT @weknowwhatsbest: After today's 6.0 earthquake in San Francisco, Nancy Pelosi has commissioned a team of structural engineers to evaluatâ€_",https://twitter.com/Robert_Gresko/status/504267062076637187,Infrastructure and utilities
'504267290360418304',Tue Aug 26 14:01:05 +0000 2014,RedlandsNews,48791466,en,NA,NA,"Residents, businesses accessing damage by magnitude-6.0-Napa earthquake http://t.co/xuFhvLx8Oz",https://twitter.com/RedlandsNews/status/504267290360418304,Infrastructure and utilities
'504267598448431104',Tue Aug 26 14:02:18 +0000 2014,TheSamiMamou,35998963,en,NA,NA,"Belia Ramos, the Vice Mayor of #AmericanCanyon, is speaking with Mark and Darya live! #Earthquake #Napa #NapaQuake Tune in to Channel 4!",https://twitter.com/TheSamiMamou/status/504267598448431104,Other relevant information
'504268112531689473',Tue Aug 26 14:04:21 +0000 2014,DanielMorain,117876714,en,NA,NA,"Perhaps California will fund an early warning system for quakes, and winemakers will secure barrel racks. http://t.co/mFwSGqN3V1 #napaquake",https://twitter.com/DanielMorain/status/504268112531689473,Other relevant information
'504268191376637953',Tue Aug 26 14:04:40 +0000 2014,francis_kfnx,104552862,en,NA,NA,RT @RealAlexJones: Researcher Successfully Predicted Massive Bay Area #Earthquake http://t.co/6akRXiBhXa #Napa,https://twitter.com/francis_kfnx/status/504268191376637953,Other relevant information
'504269009399717889',Tue Aug 26 14:07:55 +0000 2014,staceysmiz,118856186,en,NA,NA,RT @MarlaTellez: Early damage estimates $1Billion 70 buildings condemned #napaquake 13yrold boy in critical now STABLE! fractured pelvis- eâ€_,https://twitter.com/staceysmiz/status/504269009399717889,Infrastructure and utilities
'504269111984021504',Tue Aug 26 14:08:19 +0000 2014,IFAwebnews,14244982,en,NA,NA,Insurance Coverage Likely to Get More Respect After the California Earthquake http://t.co/3bgo8AqE0f,https://twitter.com/IFAwebnews/status/504269111984021504,Money
'504269382974185472',Tue Aug 26 14:09:24 +0000 2014,betinafinley,56856486,en,NA,NA,"Bay Area's 6.0 quake, aftershocks and damage reports http://t.co/vOJEwIaUwl",https://twitter.com/betinafinley/status/504269382974185472,Infrastructure and utilities
'504269898931908608',Tue Aug 26 14:11:27 +0000 2014,ten40tax,558145334,en,-122.071487,38.242091,I prefer my alarm clock over a 3.9 aftershock at 5:33am. #aftershock #napaquake #ca á_ 1,https://twitter.com/ten40tax/status/504269898931908608,Personal updates
'504269942254886912',Tue Aug 26 14:11:37 +0000 2014,HillbillyTimes,919927818,en,NA,NA,"Violent quake rocks Bay Area: Are more aftershocks to come? -  Bridewell, who said he had to climb over fallen... http://t.co/cjUedSmsUL",https://twitter.com/HillbillyTimes/status/504269942254886912,Other relevant information
'504270975513677824',Tue Aug 26 14:15:44 +0000 2014,myfeldman,209261985,en,NA,NA,christian brothers untouched in #napa quake,https://twitter.com/myfeldman/status/504270975513677824,Not related or irrelevant
'504271130015059968',Tue Aug 26 14:16:20 +0000 2014,EarthquakeHQ,2418106597,en,NA,NA,"ShakeAlert! M 3.0 - 7km SW of Napa, California ~ Map: http://t.co/q4NXNKEfsj ~ #earthquake",https://twitter.com/EarthquakeHQ/status/504271130015059968,Other relevant information
'504272394903515137',Tue Aug 26 14:21:22 +0000 2014,JayMejia1,331077153,en,NA,NA,"Magnitude 3.9 3km WNW of American Canyon, California #earthquake http://t.co/tLvFQs8jHu",https://twitter.com/JayMejia1/status/504272394903515137,Other relevant information
'504272837927264256',Tue Aug 26 14:23:08 +0000 2014,BattagliniCo,1563288014,en,NA,NA,California Quake Means Big Damage For Napa Valley Wineries http://t.co/PR93PFd1Mq,https://twitter.com/BattagliniCo/status/504272837927264256,Infrastructure and utilities
'504274968352686081',Tue Aug 26 14:31:36 +0000 2014,csmonitor,14857525,en,NA,NA,#Napa earthquake leaves scientists increasingly confident an early warning system could help save lives: http://t.co/rNZTnyQUfG @pspotts,https://twitter.com/csmonitor/status/504274968352686081,Other relevant information
'504276332574814208',Tue Aug 26 14:37:01 +0000 2014,LifeNChopstix,129529732,en,NA,NA,Is the big one coming? #earthquake #wholelottashakin #bayarea #napa #americancanyon #aftershocks http://t.co/xFRiBKaw9C,https://twitter.com/LifeNChopstix/status/504276332574814208,Other relevant information
'504276822565990400',Tue Aug 26 14:38:58 +0000 2014,EssentiallyWine,2453498342,en,NA,NA,Napa's Hess Collection's James Caudill on quake damage at winery: http://t.co/3xlvZpZCnP via @HarpersWine,https://twitter.com/EssentiallyWine/status/504276822565990400,Infrastructure and utilities
'504277259067203584',Tue Aug 26 14:40:42 +0000 2014,LifeNChopstix,129529732,en,NA,NA,Too close for comfort #earthquake #bayarea #napa #americancanyon #aftershocks http://t.co/EFyraVMZ0J,https://twitter.com/LifeNChopstix/status/504277259067203584,Other relevant information
'504277309478551552',Tue Aug 26 14:40:54 +0000 2014,MooreTek,453604920,en,NA,NA,Fitness Trackers Show How Many People Woke Up During the Bay Area Quake via @Wired http://t.co/fxueVc2Rgl,https://twitter.com/MooreTek/status/504277309478551552,Other relevant information
'504277456052711424',Tue Aug 26 14:41:29 +0000 2014,saraprv,2300598193,en,NA,NA,California USA Bakersfield ##earthquake BREAKING NEWS 68 earthquake Napa earthquake of 2014 janinebucks USA http://t.co/8D5jSRc0EN,https://twitter.com/saraprv/status/504277456052711424,Other relevant information
'504278069717135360',Tue Aug 26 14:43:55 +0000 2014,KGOMorningNews,23454488,en,NA,NA,CA Governor @JerryBrownGov joins @KGOMorningNews to talk about aid for areas hit by Sunday's quake.  Tune in to @KGORadio at 8:37 AM.,https://twitter.com/KGOMorningNews/status/504278069717135360,Other relevant information
'504278171781713921',Tue Aug 26 14:44:19 +0000 2014,kttk234567,762534037,en,NA,NA,Uh-oh. Wineries damaged in CA earthquake http://t.co/xqIRC3Y7wQ #liberallogic #tcot #uniteblue #pjnet #teaparty #libcrib,https://twitter.com/kttk234567/status/504278171781713921,Infrastructure and utilities
'504278262269624320',Tue Aug 26 14:44:41 +0000 2014,NorthBayNews,16458383,en,NA,NA,"3.9M aftershock rattles #Napa, #earthquake  http://t.co/2VgWvtNyzg",https://twitter.com/NorthBayNews/status/504278262269624320,Other relevant information
'504278354410090498',Tue Aug 26 14:45:03 +0000 2014,HighOnQuacks,298292901,en,NA,NA,Earthquake Warning Systems Exist. But California Won't Pay for One. #Earthquakes #California #ShakeAlert... http://t.co/TlnHVZXmmr,https://twitter.com/HighOnQuacks/status/504278354410090498,Other relevant information
'504280048946675714',Tue Aug 26 14:51:47 +0000 2014,allaboutnapa,210152074,en,NA,NA,"3.9M aftershock rattles #Napa, #earthquake  http://t.co/HedwC6iewO via @NorthBayNews",https://twitter.com/allaboutnapa/status/504280048946675714,Other relevant information
'504280166873313280',Tue Aug 26 14:52:15 +0000 2014,keloradio,256617610,en,NA,NA,California wine country quake losses seen in the billions: http://t.co/uruiNiFr5h,https://twitter.com/keloradio/status/504280166873313280,Money
'504281569385672706',Tue Aug 26 14:57:49 +0000 2014,geosociety,18335940,en,NA,NA,"In Latest California #Earthquake, Shake Alert Tests Its Legs via @npratc http://t.co/dBjomIXUh5",https://twitter.com/geosociety/status/504281569385672706,Other relevant information
'504282142197956608',Tue Aug 26 15:00:06 +0000 2014,EarthquakePGS47,518065389,en,NA,NA,Check out Earthquake Alert Detector Alarm PGS047 Saves Lives #Terremoto #Detector Alarma   http://t.co/8SFwBPD3z5 via @eBay #temblor #napa,https://twitter.com/EarthquakePGS47/status/504282142197956608,Other relevant information
'504282313275211777',Tue Aug 26 15:00:47 +0000 2014,MensaCanadaTech,1631669072,en,NA,NA,Interactive #map of the #Napa #earthquake as tracked via #socialmedia posts http://t.co/UTo5BfADhN #napaquake,https://twitter.com/MensaCanadaTech/status/504282313275211777,Other relevant information
'504282421404000256',Tue Aug 26 15:01:13 +0000 2014,PittsbgPirate,1547161322,en,NA,NA,Napa rushes to fix quake damage as drought means early harvest - ... http://t.co/JloIyroMHI  #BillPrice #NapaValleyVintners #SanFranciscoBay,https://twitter.com/PittsbgPirate/status/504282421404000256,Infrastructure and utilities
'504282700773998593',Tue Aug 26 15:02:19 +0000 2014,CAWineCountry,176867518,en,NA,NA,California wine country quake losses seen in the billions - Chicago Tribuneâ€_ http://t.co/2Pf7AVEPWl #cawine,https://twitter.com/CAWineCountry/status/504282700773998593,Money
'504282766112858112',Tue Aug 26 15:02:35 +0000 2014,ProfHigginsJ,750027415,en,NA,NA,Did cliches help kill newspapers? Or just lack of imagination? #napa #napaquake @sfchronicle @sfexaminer @jmr1944 http://t.co/ItNTqHAA7W,https://twitter.com/ProfHigginsJ/status/504282766112858112,Not related or irrelevant
'504283385800323072',Tue Aug 26 15:05:03 +0000 2014,HandelShaine,2405341116,en,NA,NA,"RT @MikeNiccoABC7: Update - ""Did You Feel it Map"" &amp; how many responses to this morning's numerous #napaquake aftershocks. http://t.co/ggkoQâ€_",https://twitter.com/HandelShaine/status/504283385800323072,Other relevant information
'504284375115370496',Tue Aug 26 15:08:58 +0000 2014,sharrison038,563325147,en,NA,NA,Earthquake Warning Systems Exist. But California Won't Pay for One. http://t.co/662RP7CwY8 #UniteBlue,https://twitter.com/sharrison038/status/504284375115370496,Other relevant information
'504284669052215296',Tue Aug 26 15:10:08 +0000 2014,GeekInvestor_,2329786020,en,NA,NA,Earthquake rattles California wine country http://t.co/7ajbT2u9cX,https://twitter.com/GeekInvestor_/status/504284669052215296,Other relevant information
'504285218384011264',Tue Aug 26 15:12:19 +0000 2014,CatholicLisa,74144130,en,NA,NA,"After #earthquake , efforts focus on assessment, cleanup #Napa #Catholic http://t.co/uslxIoUGP6",https://twitter.com/CatholicLisa/status/504285218384011264,Other relevant information
'504286461290885120',Tue Aug 26 15:17:16 +0000 2014,DinahVP,51509822,en,NA,NA,The @USGS just sent an update on their research of #Napaquake. http://t.co/gdgyNLX29J River valley sediments likely amplified shaking.,https://twitter.com/DinahVP/status/504286461290885120,Other relevant information
'504286662059233282',Tue Aug 26 15:18:04 +0000 2014,CyG_US_CA,140402417,en,NA,NA,The California Quake May Cost Wine Country Billions #NewsAd link http://t.co/9ccakAJjE3,https://twitter.com/CyG_US_CA/status/504286662059233282,Money
